         1395536 function calls (1390085 primitive calls) in 4.644 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 decorators.py:15(<module>)
        1    0.000    0.000    0.000    0.000 image.py:1(<module>)
        1    0.000    0.000    0.000    0.000 api.py:873(update_accessors)
        2    0.000    0.000    0.009    0.004 c_parser.py:132(parse)
        9    0.000    0.000    0.000    0.000 c_ast.py:974(__init__)
        1    0.000    0.000    0.000    0.000 lex.py:664(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:489(cast)
        1    0.000    0.000    0.000    0.000 polyutils.py:45(<module>)
        1    0.000    0.000    0.004    0.004 string.py:15(<module>)
      4/3    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 threading.py:1174(__init__)
        1    0.000    0.000    0.001    0.001 libtcodpy.py:967(console_set_custom_font)
        1    0.000    0.000    0.000    0.000 __config__.py:3(<module>)
        1    0.000    0.000    0.000    0.000 input_handlers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 struct.py:3(<module>)
        1    0.000    0.000    0.000    0.000 lex.py:632(get_states)
        2    0.000    0.000    0.000    0.000 __init__.py:332(__init__)
        1    0.000    0.000    0.004    0.004 string.py:65(__init__)
        1    0.000    0.000    0.000    0.000 random.py:72(Random)
        7    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
        6    0.000    0.000    0.000    0.000 model.py:12(qualify)
        3    0.000    0.000    0.000    0.000 model.py:347(__init__)
        2    0.000    0.000    0.000    0.000 cparser.py:97(_preprocess_extern_python)
        1    0.000    0.000    0.000    0.000 inspect.py:2407(_ParameterKind)
       10    0.000    0.000    0.000    0.000 case.py:1333(_deprecate)
        8    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        9    0.000    0.000    0.000    0.000 enum.py:198(<genexpr>)
        1    0.000    0.000    0.000    0.000 tokenize.py:350(detect_encoding)
        1    0.000    0.000    0.000    0.000 typing.py:1559(TextIO)
        1    0.000    0.000    0.003    0.003 glob.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:118(_WindowsFlavour)
        4    0.000    0.000    0.000    0.000 warnings.py:117(_formatwarnmsg)
        3    0.000    0.000    0.000    0.000 sre_parse.py:843(_parse_flags)
        1    0.000    0.000    0.000    0.000 abc.py:1(<module>)
        3    0.000    0.000    0.000    0.000 commontypes.py:25(resolve_common_type)
        1    0.000    0.000    0.000    0.000 commontypes.py:55(win_common_types)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:187(_set_up_aliases)
        1    0.000    0.000    0.000    0.000 arrayterator.py:9(<module>)
        1    0.000    0.000    0.000    0.000 random.py:7(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        2    0.000    0.000    0.003    0.002 api.py:800(_load_backend_lib)
        3    0.000    0.000    0.000    0.000 c_parser.py:1028(p_struct_declarator_1)
        1    0.000    0.000    0.000    0.000 _dtype.py:5(<module>)
        8    0.000    0.000    0.000    0.000 getlimits.py:92(_register_type)
        1    0.000    0.000    0.000    0.000 pathlib.py:604(PurePath)
        1    0.000    0.000    0.000    0.000 util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 path.py:190(_PathFinder)
        9    0.000    0.000    0.000    0.000 _globals.py:77(__repr__)
        1    0.000    0.000    0.000    0.000 _internal.py:260(__array_interface__)
        1    0.000    0.000    0.000    0.000 signals.py:1(<module>)
        8    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        1    0.000    0.000    0.000    0.000 error.py:2(<module>)
        2    0.000    0.000    0.000    0.000 typing.py:442(__init__)
        1    0.000    0.000    0.000    0.000 c_parser.py:906(p_struct_or_union_specifier_1)
        2    0.000    0.000    0.000    0.000 c_parser.py:1236(p_parameter_type_list)
        8    0.000    0.000    0.000    0.000 plyparser.py:70(parameterized)
        2    0.000    0.000    0.000    0.000 utils.py:118(deprecate)
        2    0.000    0.000    0.000    0.000 _internal.py:82(_bytes)
        6    0.000    0.000    0.000    0.000 entity.py:11(move)
        2    0.000    0.000    0.000    0.000 os.py:687(__delitem__)
        2    0.000    0.000    0.000    0.000 warnings.py:474(__enter__)
        3    0.000    0.000    0.000    0.000 enum.py:855(_high_bit)
        4    0.000    0.000    0.000    0.000 c_parser.py:251(_type_modify_decl)
        1    0.000    0.000    0.000    0.000 pathlib.py:1477(WindowsPath)
        5    0.000    0.000    0.000    0.000 model.py:160(__init__)
        1    0.000    0.000    0.001    0.001 lex.py:570(get_all)
        8    0.000    0.000    0.000    0.000 plyparser.py:80(decorate)
        1    0.000    0.000    0.000    0.000 __init__.py:373(__getitem__)
        1    0.000    0.000    0.001    0.001 fnmatch.py:11(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:1509(datetime)
        3    0.000    0.000    0.000    0.000 numeric.py:3054(__init__)
        2    0.000    0.000    0.000    0.000 arrayprint.py:460(decorating_function)
        4    0.000    0.000    0.000    0.000 {method 'finditer' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 model.py:470(build_backend_type)
        6    0.000    0.000    0.000    0.000 c_ast.py:383(__init__)
        3    0.000    0.000    0.000    0.000 numeric.py:3058(__enter__)
        1    0.000    0.000    0.000    0.000 core.py:3080(view)
        2    0.000    0.000    0.000    0.000 enum.py:793(_missing_)
        1    0.000    0.000    0.000    0.000 threading.py:739(Thread)
        3    0.000    0.000    0.000    0.000 cparser.py:518(_declare)
        1    0.000    0.000    0.007    0.007 yacc.py:2952(get_all)
        1    0.000    0.000    0.000    0.000 libtcodpy.py:77(ConsoleBuffer)
        7    0.000    0.000    0.000    0.000 _inspect.py:144(<lambda>)
        4    0.000    0.000    0.000    0.000 mixins.py:55(_unary_method)
        1    0.000    0.000    0.000    0.000 console.py:164(_get_root)
        3    0.000    0.000    0.000    0.000 enum.py:335(__getattr__)
        2    0.000    0.000    0.000    0.000 lex.py:251(input)
        2    0.000    0.000    0.000    0.000 datetime.py:804(__new__)
        3    0.000    0.000    0.000    0.000 numeric.py:3063(__exit__)
        1    0.000    0.000    0.000    0.000 {method 'load_function' of '_cffi_backend.Library' objects}
        1    0.000    0.000    0.000    0.000 model.py:400(finish_backend_type)
        1    0.000    0.000    0.000    0.000 c_parser.py:1265(p_parameter_declaration_1)
        1    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
        2    0.000    0.000    0.000    0.000 weakref.py:290(update)
        1    0.000    0.000    0.003    0.003 cparser.py:510(parse_type_and_quals)
        3    0.000    0.000    0.000    0.000 __init__.py:481(PYFUNCTYPE)
        1    0.000    0.000    0.000    0.000 _version.py:7(<module>)
        6    0.000    0.000    0.000    0.000 core.py:844(__init__)
        1    0.000    0.000    0.000    0.000 result.py:24(TestResult)
        2    0.000    0.000    0.000    0.000 console.py:199(width)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.frombuffer}
        2    0.000    0.000    0.000    0.000 weakref.py:356(__init__)
        1    0.000    0.000    0.004    0.004 api.py:158(_typeof_locked)
        1    0.000    0.000    0.000    0.000 model.py:242(build_backend_type)
        1    0.000    0.000    0.000    0.000 threading.py:758(__init__)
        3    0.000    0.000    0.000    0.000 datetime.py:2156(_create)
        1    0.000    0.000    0.000    0.000 numerictypes.py:593(_register_types)
        6    0.000    0.000    0.000    0.000 _type_aliases.py:113(<genexpr>)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:29(<module>)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        6    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
        2    0.000    0.000    0.000    0.000 codecs.py:319(decode)
        3    0.000    0.000    0.000    0.000 enum.py:64(__init__)
        1    0.000    0.000    0.000    0.000 api.py:23(FFI)
        1    0.000    0.000    0.000    0.000 model.py:313(build_backend_type)
        1    0.000    0.000    0.000    0.000 threading.py:216(__init__)
        1    0.000    0.000    0.000    0.000 typing.py:1545(BinaryIO)
        2    0.000    0.000    0.000    0.000 c_parser.py:954(p_struct_or_union)
        5    0.000    0.000    0.000    0.000 datetime.py:426(_check_tzinfo_arg)
        3    0.000    0.000    0.000    0.000 core.py:1361(getmask)
        1    0.000    0.000    0.000    0.000 __init__.py:813(__init__)
        1    0.000    0.000    0.000    0.000 path.py:92(_EdgeCostFunc)
        1    0.000    0.000    0.000    0.000 cparser.py:457(_parse_decl)
        2    0.000    0.000    0.000    0.000 c_parser.py:522(p_translation_unit_1)
        1    0.000    0.000    0.002    0.002 c_lexer.py:25(__init__)
        1    0.000    0.000    0.000    0.000 libtcodpy.py:274(Dice)
        1    0.000    0.000    0.000    0.000 polynomial.py:1005(poly1d)
        1    0.000    0.000    0.000    0.000 random.py:97(seed)
        1    0.000    0.000    0.000    0.000 random.py:19(Random)
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        1    0.000    0.000    0.000    0.000 {built-in method _cffi_backend.complete_struct_or_union}
        1    0.000    0.000    0.000    0.000 ntpath.py:44(normcase)
        2    0.000    0.000    0.000    0.000 _collections_abc.py:657(get)
        2    0.000    0.000    0.000    0.000 warnings.py:493(__exit__)
        1    0.000    0.000    0.004    0.004 api.py:238(new)
        1    0.000    0.000    0.000    0.000 model.py:557(unknown_type)
        1    0.000    0.000    0.000    0.000 c_parser.py:1375(p_abstract_declarator_1)
        2    0.000    0.000    0.009    0.004 yacc.py:323(parse)
        1    0.000    0.000    0.000    0.000 plyparser.py:11(<module>)
        1    0.000    0.000    0.000    0.000 ast_transforms.py:10(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:2136(timezone)
        1    0.000    0.000    0.000    0.000 _inspect.py:7(<module>)
        1    0.000    0.000    0.000    0.000 pickle.py:372(_Pickler)
        1    0.000    0.000    0.000    0.000 defchararray.py:1824(chararray)
        1    0.000    0.000    0.000    0.000 defmatrix.py:74(matrix)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        6    0.000    0.000    0.000    0.000 case.py:430(addTypeEqualityFunc)
        2    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.set_string_function}
        2    0.000    0.000    0.000    0.000 _collections_abc.py:664(__contains__)
        1    0.000    0.000    0.000    0.000 api.py:830(accessor_function)
        1    0.000    0.000    0.000    0.000 api.py:896(make_accessor)
        1    0.000    0.000    0.000    0.000 subprocess.py:608(Popen)
        1    0.000    0.000    0.000    0.000 inspect.py:2435(Parameter)
        1    0.000    0.000    0.000    0.000 inspect.py:2720(Signature)
        1    0.000    0.000    0.000    0.000 datetime.py:1162(time)
        2    0.000    0.000    0.000    0.000 arrayprint.py:1571(set_string_function)
        2    0.000    0.000    0.000    0.000 helper.py:253(__init__)
        2    0.000    0.000    0.000    0.000 _internal.py:45(verify_order)
        2    0.000    0.000    0.000    0.000 threading.py:75(RLock)
        2    0.000    0.000    0.101    0.050 cparser.py:49(_get_parser)
        1    0.000    0.000    0.000    0.000 c_parser.py:1100(p_xxx_declarator_2)
        1    0.000    0.000    0.000    0.000 c_parser.py:1824(p_brace_open)
        1    0.000    0.000    0.000    0.000 polynomial.py:1614(Polynomial)
        1    0.000    0.000    0.000    0.000 hermite.py:1819(Hermite)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1812(HermiteE)
        1    0.000    0.000    0.000    0.000 laguerre.py:1769(Laguerre)
        2    0.000    0.000    0.000    0.000 core.py:6448(__init__)
        2    0.000    0.000    0.000    0.000 ntpath.py:219(dirname)
        1    0.000    0.000    0.000    0.000 ntpath.py:523(abspath)
        2    0.000    0.000    0.000    0.000 model.py:74(__eq__)
        1    0.000    0.000    0.006    0.006 linecache.py:6(<module>)
        5    0.000    0.000    0.000    0.000 typing.py:276(__init_subclass__)
        5    0.000    0.000    0.000    0.000 typing.py:310(__init__)
        2    0.000    0.000    0.000    0.000 typing.py:1168(__class_getitem__)
        1    0.000    0.000    0.000    0.000 cparser.py:255(__init__)
        1    0.000    0.000    0.000    0.000 c_parser.py:1830(p_brace_close)
        2    0.000    0.000    0.000    0.000 c_lexer.py:73(input)
        5    0.000    0.000    0.000    0.000 datetime.py:46(_days_in_month)
        5    0.000    0.000    0.000    0.000 _inspect.py:145(<lambda>)
        1    0.000    0.000    0.000    0.000 numeric.py:175(ones)
        3    0.000    0.000    0.000    0.000 index_tricks.py:310(__init__)
        2    0.000    0.000    0.000    0.000 core.py:6347(__setattr__)
        2    0.000    0.000    0.000    0.000 console.py:204(height)
        4    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x00000188E8B1FBF8}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
        3    0.000    0.000    0.000    0.000 {built-in method _cffi_backend.new_pointer_type}
        1    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        2    0.000    0.000    0.000    0.000 model.py:174(build_backend_type)
        1    0.000    0.000    0.000    0.000 threading.py:513(set)
        1    0.000    0.000    0.000    0.000 threading.py:894(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 libtcodpy.py:346(Key)
        1    0.000    0.000    0.000    0.000 legendre.py:1804(Legendre)
        1    0.000    0.000    0.000    0.000 __init__.py:1341(__init__)
        1    0.000    0.000    0.000    0.000 game_map.py:7(GameMap)
        2    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
        2    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
        2    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.copyto}
        1    0.000    0.000    0.004    0.004 api.py:176(_typeof)
        2    0.000    0.000    0.000    0.000 model.py:213(<listcomp>)
        1    0.000    0.000    0.000    0.000 cparser.py:445(_declare_function)
        2    0.000    0.000    0.000    0.000 c_parser.py:172(_add_identifier)
        1    0.000    0.000    0.000    0.000 lex.py:116(__init__)
        4    0.000    0.000    0.000    0.000 __init__.py:420(__init__)
        1    0.000    0.000    0.000    0.000 datetime.py:774(date)
        1    0.000    0.000    0.000    0.000 pathlib.py:390(_NormalAccessor)
        4    0.000    0.000    0.000    0.000 core.py:3349(dtype)
        1    0.000    0.000    0.000    0.000 __init__.py:794(_addHandlerRef)
        2    0.000    0.000    0.000    0.000 console.py:317(default_fg)
        1    0.000    0.000    0.000    0.000 map.py:15(Map)
        1    0.000    0.000    0.000    0.000 {built-in method _cffi_backend.cast}
        2    0.000    0.000    0.000    0.000 ntpath.py:34(_get_bothseps)
        2    0.000    0.000    0.000    0.000 weakref.py:395(__getitem__)
        3    0.000    0.000    0.000    0.000 enum.py:152(<dictcomp>)
        1    0.000    0.000    0.000    0.000 model.py:414(<listcomp>)
        1    0.000    0.000    0.000    0.000 threading.py:567(Barrier)
        1    0.000    0.000    0.000    0.000 cparser.py:253(Parser)
        1    0.000    0.000    0.000    0.000 pathlib.py:986(Path)
        1    0.000    0.000    0.000    0.000 numeric.py:3069(_setdef)
        2    0.000    0.000    0.000    0.000 getlimits.py:522(max)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        4    0.000    0.000    0.000    0.000 core.py:6259(__has_singleton)
        1    0.000    0.000    0.000    0.000 __init__.py:1684(LoggerAdapter)
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        2    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 warnings.py:165(simplefilter)
        2    0.000    0.000    0.000    0.000 model.py:332(force_the_name)
        2    0.000    0.000    0.000    0.000 tokenize.py:109(maybe)
        2    0.000    0.000    0.000    0.000 typing.py:470(__eq__)
        1    0.000    0.000    0.000    0.000 c_parser.py:159(_pop_scope)
        4    0.000    0.000    0.000    0.000 c_lexer.py:268(t_ppline_LINE_NUMBER)
        1    0.000    0.000    0.000    0.000 __init__.py:366(__getattr__)
        1    0.000    0.000    0.000    0.000 _internal.py:289(__init__)
        1    0.000    0.000    0.000    0.000 _dtype_ctypes.py:24(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:187(_checkLevel)
        1    0.000    0.000    0.000    0.000 path.py:118(EdgeCostCallback)
        1    0.000    0.000    0.000    0.000 {built-in method time.time}
        1    0.000    0.000    0.000    0.000 {method 'from_buffer' of '_ctypes.PyCArrayType' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _cffi_backend.new_function_type}
        4    0.000    0.000    0.000    0.000 enum.py:901(<lambda>)
        2    0.000    0.000    0.000    0.000 api.py:906(FFILibrary)
        1    0.000    0.000    0.000    0.000 lock.py:1(<module>)
        2    0.000    0.000    0.000    0.000 model.py:47(_get_c_name)
        1    0.000    0.000    0.000    0.000 subprocess.py:60(CalledProcessError)
        1    0.000    0.000    0.004    0.004 _distributor_init.py:17(__enter__)
        1    0.000    0.000    0.000    0.000 __init__.py:423(__getattr__)
        3    0.000    0.000    0.000    0.000 datetime.py:41(_days_before_year)
        1    0.000    0.000    0.000    0.000 datetime.py:454(timedelta)
        1    0.000    0.000    0.000    0.000 numbers.py:267(Rational)
        1    0.000    0.000    0.000    0.000 __init__.py:842(createLock)
        1    0.000    0.000    0.010    0.010 game_map.py:8(__init__)
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
        4    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'reshape' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 os.py:729(<lambda>)
        2    0.000    0.000    0.000    0.000 warnings.py:453(__init__)
        1    0.000    0.000    0.000    0.000 tokenize.py:380(find_cookie)
        1    0.000    0.000    0.000    0.000 cparser.py:668(<listcomp>)
        1    0.000    0.000    0.003    0.003 yacc.py:286(__init__)
        3    0.000    0.000    0.000    0.000 __init__.py:99(CFunctionType)
        3    0.000    0.000    0.000    0.000 __init__.py:482(CFunctionType)
        1    0.000    0.000    0.000    0.000 info.py:83(<module>)
        1    0.000    0.000    0.000    0.000 bz2.py:28(BZ2File)
        1    0.000    0.000    0.000    0.000 _iotools.py:270(NameValidator)
        1    0.000    0.000    0.001    0.001 ctypeslib.py:359(_get_scalar_type_map)
        1    0.000    0.000    0.000    0.000 core.py:1282(_replace_dtype_fields_recursive)
        1    0.000    0.000    0.000    0.000 tempfile.py:627(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 path.py:252(AStar)
        1    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.generic' objects}
        1    0.000    0.000    0.000    0.000 api.py:289(cast)
        2    0.000    0.000    0.000    0.000 typing.py:476(__hash__)
        1    0.000    0.000    0.107    0.107 cparser.py:327(parse)
        1    0.000    0.000    0.000    0.000 yacc.py:3058(get_tokens)
        1    0.000    0.000    0.000    0.000 pathlib.py:134(<setcomp>)
        1    0.000    0.000    0.000    0.000 info.py:34(<module>)
        1    0.000    0.000    0.000    0.000 info.py:184(<module>)
        3    0.000    0.000    0.000    0.000 core.py:804(__init__)
        1    0.000    0.000    0.000    0.000 core.py:6283(__array_finalize__)
        1    0.000    0.000    0.000    0.000 difflib.py:43(SequenceMatcher)
        1    0.000    0.000    0.000    0.000 difflib.py:1707(HtmlDiff)
        1    0.000    0.000    0.000    0.000 __init__.py:212(_acquireLock)
        1    0.000    0.000    0.000    0.000 loader.py:66(TestLoader)
        1    0.000    0.000    0.000    0.000 argparse.py:152(HelpFormatter)
        1    0.000    0.000    0.000    0.000 _internal.py:162(_CDataWrapper)
        1    0.000    0.000    0.000    0.000 codecs.py:309(__init__)
        1    0.000    0.000    0.000    0.000 re.py:252(escape)
        1    0.000    0.000    0.107    0.107 api.py:101(cdef)
        1    0.000    0.000    0.000    0.000 api.py:907(__getattr__)
        1    0.000    0.000    0.000    0.000 threading.py:499(__init__)
        1    0.000    0.000    0.000    0.000 typing.py:591(_GenericAlias)
        1    0.000    0.000    0.000    0.000 typing.py:1348(__new__)
        1    0.000    0.000    0.000    0.000 cparser.py:682(_as_func_arg)
        1    0.000    0.000    0.000    0.000 yacc.py:1473(Grammar)
        1    0.000    0.000    0.000    0.000 lex.py:584(get_tokens)
        1    0.000    0.000    0.000    0.000 {built-in method tcod._libtcod.SDL_GetVersion}
        1    0.000    0.000    0.000    0.000 _type_aliases.py:63(<setcomp>)
        1    0.000    0.000    0.000    0.000 _internal.py:216(_getintp_ctype)
        1    0.000    0.000    0.000    0.000 _internal.py:116(_PropagateException)
        1    0.000    0.000    0.000    0.000 {built-in method _thread._set_sentinel}
        3    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        1    0.000    0.000    0.000    0.000 {built-in method _cffi_backend.new_array_type}
        1    0.000    0.000    0.000    0.000 model.py:336(get_official_name)
        1    0.000    0.000    0.000    0.000 threading.py:88(_RLock)
        1    0.000    0.000    0.000    0.000 threading.py:335(notify)
        1    0.000    0.000    0.000    0.000 threading.py:358(notify_all)
        1    0.000    0.000    0.000    0.000 tokenize.py:374(read_or_stop)
        1    0.000    0.000    0.000    0.000 typing.py:290(_SpecialForm)
        1    0.000    0.000    0.000    0.000 typing.py:1276(SupportsInt)
        2    0.000    0.000    0.000    0.000 yacc.py:234(__init__)
        1    0.000    0.000    0.000    0.000 lex.py:559(__init__)
        2    0.000    0.000    0.000    0.000 utils.py:70(__init__)
        3    0.000    0.000    0.000    0.000 core.py:865(__init__)
        1    0.000    0.000    0.000    0.000 case.py:44(_Outcome)
        1    0.000    0.000    0.000    0.000 __init__.py:513(__init__)
        1    0.000    0.000    0.010    0.010 game_map.py:13(initialize_tiles)
        3    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {built-in method _cffi_backend.new_primitive_type}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 _collections_abc.py:72(_check_methods)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:349(__subclasshook__)
        2    0.000    0.000    0.000    0.000 weakref.py:408(__setitem__)
        1    0.000    0.000    0.000    0.000 loader.py:79(_Mock)
        1    0.000    0.000    0.000    0.000 model.py:102(PrimitiveType)
        1    0.000    0.000    0.000    0.000 model.py:393(get_cached_btype)
        1    0.000    0.000    0.000    0.000 yacc.py:109(PlyLogger)
        1    0.000    0.000    0.000    0.000 yacc.py:2937(__init__)
        2    0.000    0.000    0.000    0.000 c_lexer.py:68(reset_lineno)
        1    0.000    0.000    0.000    0.000 _globals.py:67(__new__)
        2    0.000    0.000    0.000    0.000 pathlib.py:59(__init__)
        1    0.000    0.000    0.000    0.000 _internal.py:288(_ctypes)
        1    0.000    0.000    0.000    0.000 records.py:220(record)
        1    0.000    0.000    0.000    0.000 index_tricks.py:515(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:603(ndindex)
        2    0.000    0.000    0.000    0.000 utils.py:53(_set_function_name)
        1    0.000    0.000    0.000    0.000 core.py:6255(MaskedConstant)
        1    0.000    0.000    0.000    0.000 extras.py:1489(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1326(Logger)
        1    0.000    0.000    0.000    0.000 main.py:55(TestProgram)
        1    0.000    0.000    0.000    0.000 argparse.py:1600(ArgumentParser)
        2    0.000    0.000    0.000    0.000 entity.py:5(__init__)
        1    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        2    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        1    0.000    0.000    0.000    0.000 {built-in method _ctypes.LoadLibrary}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 genericpath.py:16(exists)
        2    0.000    0.000    0.000    0.000 enum.py:360(__members__)
        1    0.000    0.000    0.000    0.000 model.py:235(as_function_pointer)
        1    0.000    0.000    0.000    0.000 model.py:575(get_typecache)
        1    0.000    0.000    0.000    0.000 subprocess.py:97(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 threading.py:240(__enter__)
        2    0.000    0.000    0.000    0.000 typing.py:827(<genexpr>)
        1    0.000    0.000    0.000    0.000 typing.py:784(Generic)
        1    0.000    0.000    0.000    0.000 typing.py:1316(SupportsRound)
        1    0.000    0.000    0.000    0.000 yacc.py:1309(Production)
        1    0.000    0.000    0.000    0.000 yacc.py:2099(LRGeneratedTable)
        1    0.000    0.000    0.000    0.000 yacc.py:3022(get_start)
        1    0.000    0.000    0.000    0.000 inspect.py:2590(BoundArguments)
        2    0.000    0.000    0.000    0.000 c_ast.py:569(__init__)
        2    0.000    0.000    0.000    0.000 c_ast.py:868(__init__)
        1    0.000    0.000    0.000    0.000 lex.py:115(Lexer)
        1    0.000    0.000    0.000    0.000 libtcodpy.py:454(Mouse)
        2    0.000    0.000    0.000    0.000 __init__.py:350(_FuncPtr)
        1    0.000    0.000    0.000    0.000 parse.py:348(_fix_result_transcoding)
        1    0.000    0.000    0.000    0.000 npyio.py:122(NpzFile)
        1    0.000    0.000    0.000    0.000 core.py:1314(_replace_dtype_fields)
        1    0.000    0.000    0.000    0.000 core.py:2596(MaskedIterator)
        1    0.000    0.000    0.000    0.000 core.py:6059(mvoid)
        1    0.000    0.000    0.000    0.000 __init__.py:221(_releaseLock)
        1    0.000    0.000    0.000    0.000 __init__.py:804(Handler)
        1    0.000    0.000    0.000    0.000 __init__.py:1145(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:1965(suppress_warnings)
        1    0.000    0.000    0.000    0.000 random.py:88(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method tcod._libtcod.TCOD_console_get_width}
        2    0.000    0.000    0.000    0.000 {method 'index' of 'tuple' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _cffi_backend.new_void_type}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
        1    0.000    0.000    0.000    0.000 _weakrefset.py:36(__init__)
        1    0.000    0.000    0.000    0.000 _weakrefset.py:81(add)
        1    0.000    0.000    0.000    0.000 model.py:91(build_backend_type)
        1    0.000    0.000    0.000    0.000 model.py:297(__init__)
        2    0.000    0.000    0.000    0.000 platform.py:798(_syscmd_file)
        1    0.000    0.000    0.000    0.000 traceback.py:227(FrameSummary)
        1    0.000    0.000    0.000    0.000 tokenize.py:108(any)
        1    0.000    0.000    0.000    0.000 tokenize.py:217(Untokenizer)
        1    0.000    0.000    0.000    0.000 typing.py:737(_VariadicGenericAlias)
        1    0.000    0.000    0.000    0.000 typing.py:1292(SupportsComplex)
        1    0.000    0.000    0.000    0.000 typing.py:1308(SupportsAbs)
        1    0.000    0.000    0.003    0.003 cparser.py:507(parse_type)
        1    0.000    0.000    0.000    0.000 yacc.py:233(YaccProduction)
        1    0.000    0.000    0.000    0.000 yacc.py:285(LRParser)
        1    0.000    0.000    0.000    0.000 yacc.py:2936(ParserReflect)
        2    0.000    0.000    0.000    0.000 c_ast.py:637(__init__)
        2    0.000    0.000    0.000    0.000 c_ast.py:833(__init__)
        1    0.000    0.000    0.000    0.000 c_lexer.py:398(t_LBRACE)
        1    0.000    0.000    0.000    0.000 lex.py:615(get_literals)
        1    0.000    0.000    0.000    0.000 pathlib.py:282(_PosixFlavour)
        1    0.000    0.000    0.000    0.000 numeric.py:469(asarray)
        1    0.000    0.000    0.000    0.000 getlimits.py:444(iinfo)
        2    0.000    0.000    0.000    0.000 index_tricks.py:144(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:251(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:300(AxisConcatenator)
        1    0.000    0.000    0.000    0.000 _datasource.py:269(DataSource)
